event_type,machine_id,operator_code,session_id,tag_id,po,del,oc,roll,timestamp
UNATTRIBUTED_SCAN,MACHINE-001,,,,,,,,2026-07-21 10:55:21
SCAN,MACHINE-001,BF11921,BF11921_2026-07-21 15:51:07,1048249566500185;0005,1048249566500185,0005,2026-07-21 15:52:09
DUPLICATE_IGNORED,MACHINE-001,BF11921,BF11921_2026-07-21 15:51:07,1964876122557996;0006,1964876122557996,0006,2026-07-21 15:52:14
LOGOUT,MACHINE-001,BF11921,BF11921_2026-07-21 15:51:07,,,,2026-07-21 15:52:22
LOGIN,MACHINE-001,BF11921,BF11921_2026-07-21 15:58:28,,,,2026-07-21 15:58:28
SCAN,MACHINE-001,BF11921,BF11921_2026-07-21 15:58:28,1964876122557996;0006,1964876122557996,0006,2026-07-21 15:58:47
DUPLICATE_IGNORED,MACHINE-001,BF11921,BF11921_2026-07-21 15:58:28,1964876122557996;0006,1964876122557996,0006,2026-07-21 15:58:56
SCAN,MACHINE-001,BF11921,BF11921_2026-07-21 15:58:28,1048249566500185;0005,1048249566500185,0005,2026-07-21 15:59:04
SCAN,MACHINE-001,BF11921,BF11921_2026-07-21 15:58:28,2909343822199677;0004,2909343822199677,0004,2026-07-21 15:59:39
SCAN,MACHINE-001,BF11921,BF11921_2026-07-21 15:58:28,8843829578204856;0003,8843829578204856,0003,2026-07-21 15:59:51
DUPLICATE_IGNORED,MACHINE-001,BF11921,BF11921_2026-07-21 15:58:28,8843829578204856;0003,8843829578204856,0003,2026-07-21 15:59:54
DUPLICATE_IGNORED,MACHINE-001,BF11921,BF11921_2026-07-21 15:58:28,1048249566500185;0005,1048249566500185,0005,2026-07-21 16:00:15
DUPLICATE_IGNORED,MACHINE-001,BF11921,BF11921_2026-07-21 15:58:28,1964876122557996;0006,1964876122557996,0006,2026-07-21 16:00:21
UNATTRIBUTED_SCAN,MACHINE-001,,,0007,0007,,2026-07-21 16:30:59
LOGIN,MACHINE-001,BF11921,BF11921_2026-07-21 16:31:11,,,,2026-07-21 16:31:11
DUPLICATE_IGNORED,MACHINE-001,BF11921,BF11921_2026-07-21 16:31:11,0007,0007,,2026-07-21 16:31:15
LOGIN_CONFLICT,MACHINE-001,BF12345,BF11921_2026-07-21 16:31:11,,,,2026-07-21 16:32:26
LOGOUT,MACHINE-001,BF11921,BF11921_2026-07-21 16:31:11,,,,2026-07-21 16:32:39
LOGIN,MACHINE-001,BF12345,BF12345_2026-07-21 16:32:43,,,,2026-07-21 16:32:43
DUPLICATE_IGNORED,MACHINE-001,BF12345,BF12345_2026-07-21 16:32:43,0007,0007,,2026-07-21 16:32:47
SCAN,MACHINE-001,BF12345,BF12345_2026-07-21 16:32:43,Aipl-26-27-0231.1,Aipl-26-27-0231.1,,2026-07-21 16:32:53
SCAN,MACHINE-001,BF12345,BF12345_2026-07-21 16:32:43,1048249566500185;0005,1048249566500185,0005,2026-07-21 16:32:58
SCAN,MACHINE-001,BF12345,BF12345_2026-07-21 16:32:43,1964876122557996;0006,1964876122557996,0006,2026-07-21 16:33:03
LOGIN,MACHINE-001,BF98765,BF98765_2026-07-22 10:52:04,,,,2026-07-22 10:52:04
SCAN,MACHINE-001,BF98765,BF98765_2026-07-22 10:52:04,1048249566500185;0005,1048249566500185,0005,2026-07-22 10:52:30
SCAN,MACHINE-001,BF98765,BF98765_2026-07-22 10:52:04,1964876122557996;0006,1964876122557996,0006,2026-07-22 10:52:53
SCAN,MACHINE-001,BF98765,BF98765_2026-07-22 10:52:04,2909343822199677;0004,2909343822199677,0004,2026-07-22 10:53:03
SCAN,MACHINE-001,BF98765,BF98765_2026-07-22 10:52:04,8843829578204856;0003,8843829578204856,0003,2026-07-22 10:53:13
DUPLICATE_IGNORED,MACHINE-001,BF98765,BF98765_2026-07-22 10:52:04,8843829578204856;0003,8843829578204856,0003,2026-07-22 10:53:17
LOGIN,MACHINE-001,BF98765,BF98765_2026-07-22 10:54:05,,,,2026-07-22 10:54:05
LOGOUT,MACHINE-001,BF98765,BF98765_2026-07-22 10:54:05,,,,2026-07-22 10:54:12
LOGIN,MACHINE-001,BF98765,BF98765_2026-07-22 11:04:17,,,,2026-07-22 11:04:17
SCAN,MACHINE-001,BF98765,BF98765_2026-07-22 11:04:17,1048249566500185;0005,1048249566500185,0005,2026-07-22 11:04:38
SCAN,MACHINE-001,BF98765,BF98765_2026-07-22 11:04:17,1964876122557996;0006,1964876122557996,0006,2026-07-22 11:04:49
LOGIN,MACHINE-001,BF98765,BF98765_2026-07-22 11:06:41,,,,2026-07-22 11:06:41
LOGIN,MACHINE-001,BF11921,BF11921_2026-07-24 13:22:25,,,,2026-07-24 13:22:25
